correct_word,prefix_2,prefix_3,prefix_4,prefix_5,prefix_6,prefix_7,morpheme_breakdown,common_typos,typo_patterns,correction_rules,phonetic_rules,error_categories
नक्षत्र,नक्ष,नक्षत्र,नक्षत्र,नक्षत्र,नक्षत्र,नक्षत्र,न+क्+ष+त+र,"[""नक्षत्र्"",""नक्षत्र"",""नक्षात्र"",""नक्षत्र"",""नक्षहत्र"",""नक्षत्रह"",""नक्षत्र""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_cluster"",""vowel_elongation""]","[""halant_error"",""vowel_insertion""]","[""kʃ→kʃ"",""t̪→t̪"",""ɾ→ɾ""]","[""consonant_insertion"",""epenthesis"",""vowel_elongation""]"
नगर,नग,नगर,नगर,नगर,नगर,नगर,न+ग+र,"[""नगर्"",""नगर"",""नगार"",""नगर"",""नगहर"",""नगरह"",""नग्र""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_cluster"",""vowel_elongation""]","[""halant_error"",""vowel_length""]","[""ɡ→ɡ"",""ɾ→ɦ"",""a→aː""]","[""consonant_insertion"",""epenthesis"",""vowel_elongation""]"
नजिर,नज,नजि,नजिर,नजिर,नजिर,नजिर,न+ज+इ+र,"[""नजिर्"",""नजीर"",""नजिर"",""नजहिर"",""नजिरह"",""नजीर"",""नजिऱ""]","[""add_halant"",""इ→ई"",""insert_consonant"",""suffix_addition"",""vowel_length"",""consonant_swap""]","[""halant_error"",""vowel_insertion""]","[""i→iː"",""dʒ→dʒ"",""ɾ→ɾ""]","[""vowel_length_errors"",""consonant_insertion"",""epenthesis""]"
नभ,नभ,नभ,नभ,नभ,नभ,नभ,न+भ,"[""नभ्"",""नभ"",""नाभ"",""नभ"",""नहभ"",""नभह"",""नभ""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_swap"",""vowel_elongation""]","[""halant_error"",""retroflex_error""]","[""bʱ→bʱ"",""a→aː"",""n→n""]","[""consonant_insertion"",""epenthesis"",""vowel_elongation""]"
नमन,नम,नमन,नमन,नमन,नमन,नमन,न+म+न,"[""नमन्"",""नमन"",""नमान"",""नमन"",""नमहन"",""नमनह"",""नमण""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""न→ण"",""vowel_elongation""]","[""halant_error"",""retroflex_error""]","[""m→m"",""n→ɳ"",""a→aː""]","[""retroflex_substitution"",""consonant_insertion"",""vowel_elongation""]"
नमुना,नम,नमु,नमुन,नमुना,नमुना,नमुना,न+म+उ+न+आ,"[""नमुना्"",""नमुना"",""नमुनाह"",""नमुना"",""नमुहना"",""नमुनाह"",""नमुणा""]","[""add_halant"",""add_consonant"",""suffix_addition"",""insert_consonant"",""न→ण"",""vowel_repeat""]","[""halant_error"",""retroflex_error""]","[""u→u"",""n→ɳ"",""a→aː""]","[""retroflex_substitution"",""consonant_insertion"",""vowel_repetition""]"
नयन,नय,नयन,नयन,नयन,नयन,नयन,न+य+न,"[""नयन्"",""नयन"",""नयान"",""नयन"",""नयहन"",""नयनह"",""नयण""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""न→ण"",""vowel_elongation""]","[""halant_error"",""vowel_insertion""]","[""j→j"",""n→ɳ"",""a→aː""]","[""retroflex_substitution"",""consonant_insertion"",""vowel_elongation""]"
नरम,नर,नरम,नरम,नरम,नरम,नरम,न+र+म,"[""नरम्"",""नरम"",""नराम"",""नरम"",""नरहम"",""नरमह"",""नर्म""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_cluster"",""vowel_elongation""]","[""halant_error"",""vowel_insertion""]","[""ɾ→ɾ"",""m→m"",""a→aː""]","[""consonant_insertion"",""epenthesis"",""vowel_elongation""]"
नहर,नह,नहर,नहर,नहर,नहर,नहर,न+ह+र,"[""नहर्"",""नहर"",""नहार"",""नहर"",""नहहर"",""नहरह"",""नह्र""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_cluster"",""vowel_elongation""]","[""halant_error"",""consonant_insertion""]","[""ɦ→ɦ"",""ɾ→ɦ"",""a→aː""]","[""consonant_insertion"",""epenthesis"",""vowel_elongation""]"
नाका,ना,नाक,नाका,नाका,नाका,नाका,न+आ+क+आ,"[""नाका्"",""नाका"",""नाकाह"",""नाका"",""नाका"",""नाकाह"",""नाका""]","[""add_halant"",""add_consonant"",""suffix_addition"",""consonant_swap"",""vowel_repeat"",""consonant_repeat""]","[""halant_error"",""vowel_insertion""]","[""a→aː"",""k→k"",""a→aː""]","[""consonant_insertion"",""epenthesis"",""vowel_repetition""]"
निकट,नि,निक,निकट,निकट,निकट,निकट,न+इ+क+ट,"[""निकट्"",""निकट"",""निकाट"",""निकट"",""निकहट"",""निकटह"",""निकट""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_swap"",""vowel_elongation""]","[""halant_error"",""consonant_insertion""]","[""i→i"",""k→k"",""ʈ→ʈ""]","[""consonant_insertion"",""epenthesis"",""vowel_elongation""]"
निकास,नि,निक,निका,निकास,निकास,निकास,न+इ+क+आ+स,"[""निकास्"",""निकास"",""निकास"",""निकाहस"",""निकासह"",""निकास"",""निकास""]","[""add_halant"",""add_consonant"",""suffix_addition"",""insert_consonant"",""consonant_swap"",""vowel_repeat""]","[""halant_error"",""vowel_insertion""]","[""i→i"",""a→aː"",""s→s""]","[""consonant_insertion"",""epenthesis"",""vowel_repetition""]"
निगम,नि,निग,निगम,निगम,निगम,निगम,न+इ+ग+म,"[""निगम्"",""निगम"",""निगाम"",""निगम"",""निगहम"",""निगमह"",""निग्म""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_cluster"",""vowel_elongation""]","[""halant_error"",""vowel_length""]","[""i→i"",""ɡ→ɡ"",""m→m""]","[""consonant_insertion"",""epenthesis"",""vowel_elongation""]"
निपुण,नि,निप,निपु,निपुण,निपुण,निपुण,न+इ+प+उ+ण,"[""निपुण्"",""निपुण"",""निपूण"",""निपुण"",""निपुहण"",""निपुणह"",""निपुं""]","[""add_halant"",""उ→ऊ"",""insert_consonant"",""suffix_addition"",""ण→ं"",""vowel_length""]","[""halant_error"",""vowel_insertion""]","[""i→i"",""u→uː"",""ɳ→ŋ""]","[""vowel_length_errors"",""consonant_insertion"",""nasal_confusion""]"
नियम,नि,निय,नियम,नियम,नियम,नियम,न+इ+य+म,"[""नियम्"",""नियम"",""नियाम"",""नियम"",""नियहम"",""नियमह"",""निय्म""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_cluster"",""vowel_elongation""]","[""halant_error"",""consonant_cluster""]","[""i→i"",""j→j"",""m→m""]","[""consonant_insertion"",""epenthesis"",""vowel_elongation""]"
निर्दोष,निर्,निर्दो,निर्दोष,निर्दोष,निर्दोष,निर्दोष,न+इ+र्+द+ओ+ष,"[""निर्दोष्"",""निर्दोष"",""निर्दोष"",""निर्दोहष"",""निर्दोषह"",""निर्दोष"",""निर्दोष""]","[""add_halant"",""insert_consonant"",""suffix_addition"",""consonant_swap"",""consonant_cluster"",""vowel_repeat""]","[""halant_error"",""vowel_insertion""]","[""i→i"",""o→o"",""ʂ→ʂ""]","[""cluster_errors"",""consonant_insertion"",""vowel_repetition""]"
निर्मल,निर्,निर्म,निर्मल,निर्मल,निर्मल,निर्मल,न+इ+र्+म+ल,"[""निर्मल्"",""निर्मल"",""निर्माल"",""निर्मल"",""निर्महल"",""निर्मलह"",""निर्म्ल""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_cluster"",""vowel_elongation""]","[""halant_error"",""consonant_insertion""]","[""i→i"",""m→m"",""l→ɦ""]","[""consonant_insertion"",""epenthesis"",""vowel_elongation""]"
निर्माण,निर्,निर्मा,निर्माण,निर्माण,निर्माण,निर्माण,न+इ+र्+म+आ+ण,"[""निर्माण्"",""निर्माण"",""निर्माण"",""निर्माहाण"",""निर्माणह"",""निर्माण"",""निर्माण""]","[""add_halant"",""add_consonant"",""suffix_addition"",""insert_consonant"",""consonant_swap"",""vowel_repeat""]","[""halant_error"",""consonant_insertion""]","[""i→i"",""a→aː"",""ɳ→ɳ""]","[""consonant_insertion"",""epenthesis"",""vowel_repetition""]"
निवास,नि,निव,निवा,निवास,निवास,निवास,न+इ+व+आ+स,"[""निवास्"",""निवास"",""निवास"",""निवाहस"",""निवासह"",""निवास"",""निवास""]","[""add_halant"",""add_consonant"",""suffix_addition"",""insert_consonant"",""consonant_swap"",""vowel_repeat""]","[""halant_error"",""retroflex_error""]","[""i→i"",""a→aː"",""s→s""]","[""consonant_insertion"",""epenthesis"",""vowel_repetition""]"
निसाना,नि,निस,निसा,निसान,निसाना,निसाना,न+इ+स+आ+न+आ,"[""निसाना्"",""निसाना"",""निसानाह"",""निसाना"",""निसाहना"",""निसानाह"",""निसाणा""]","[""add_halant"",""add_consonant"",""suffix_addition"",""insert_consonant"",""न→ण"",""vowel_repeat""]","[""halant_error"",""vowel_insertion""]","[""i→i"",""a→aː"",""n→ɳ""]","[""retroflex_substitution"",""consonant_insertion"",""vowel_repetition""]"
नेत्र,ने,नेत्,नेत्र,नेत्र,नेत्र,नेत्र,न+ए+त्+र,"[""नेत्र्"",""नेत्र"",""नेतार"",""नेत्र"",""नेहत्र"",""नेत्रह"",""नेत्र""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_cluster"",""vowel_elongation""]","[""halant_error"",""consonant_insertion""]","[""e→e"",""t̪→t̪"",""ɾ→ɾ""]","[""consonant_insertion"",""epenthesis"",""vowel_elongation""]"
न्याय,न्य,न्या,न्याय,न्याय,न्याय,न्याय,न्+य+आ+य,"[""न्याय्"",""न्याय"",""न्याय"",""न्याय"",""न्यायह"",""न्याय"",""न्याय""]","[""add_halant"",""add_consonant"",""suffix_addition"",""consonant_swap"",""vowel_repeat"",""consonant_repeat""]","[""halant_error"",""retroflex_error""]","[""a→aː"",""j→j"",""n→n""]","[""consonant_insertion"",""epenthesis"",""vowel_repetition""]"
पठन,पठ,पठन,पठन,पठन,पठन,पठन,प+ठ+न,"[""पठन्"",""पठन"",""पठान"",""पठन"",""पठहन"",""पठनह"",""पठण""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""न→ण"",""vowel_elongation""]","[""halant_error"",""vowel_insertion""]","[""ʈʰ→ʈʰ"",""n→ɳ"",""a→aː""]","[""retroflex_substitution"",""consonant_insertion"",""vowel_elongation""]"
पत्र,पत्र,पत्र,पत्र,पत्र,पत्र,पत्र,प+त+र,"[""पत्र्"",""पत्र"",""पात्र"",""पत्र"",""पहत्र"",""पत्रह"",""पत्र""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""consonant_cluster"",""vowel_elongation""]","[""halant_error"",""consonant_insertion""]","[""t̪→t̪"",""ɾ→ɾ"",""a→aː""]","[""consonant_insertion"",""epenthesis"",""vowel_elongation""]"
पत्रिका,पत्र,पत्रि,पत्रिक,पत्रिका,पत्रिका,पत्रिका,प+त+र+इ+क+आ,"[""पत्रिका्"",""पत्रिका"",""पत्रिकाह"",""पत्रिका"",""पत्रिहका"",""पत्रिकाह"",""पत्रिका""]","[""add_halant"",""add_consonant"",""suffix_addition"",""insert_consonant"",""consonant_swap"",""vowel_repeat""]","[""halant_error"",""consonant_insertion""]","[""i→i"",""k→k"",""a→aː""]","[""consonant_insertion"",""epenthesis"",""vowel_repetition""]"
पन्ना,पन्,पन्न,पन्ना,पन्ना,पन्ना,पन्ना,प+न्+न+आ,"[""पन्ना्"",""पन्ना"",""पन्नाह"",""पन्ना"",""पन्ना"",""पन्नाह"",""पन्ना""]","[""add_halant"",""add_consonant"",""suffix_addition"",""consonant_swap"",""vowel_repeat"",""consonant_repeat""]","[""halant_error"",""lateral_confusion""]","[""n→n"",""a→aː"",""p→p""]","[""consonant_insertion"",""epenthesis"",""vowel_repetition""]"
परेली,पर,परे,परेल,परेली,परेली,परेली,प+र+ए+ल+ई,"[""परेली्"",""परेली"",""परेलीह"",""परेली"",""परेहली"",""परेलीह"",""परेळी""]","[""add_halant"",""add_consonant"",""suffix_addition"",""insert_consonant"",""ल→ळ"",""vowel_repeat""]","[""halant_error"",""consonant_insertion""]","[""e→e"",""l→ɭ"",""i→iː""]","[""lateral_confusion"",""consonant_insertion"",""vowel_repetition""]"
परेवा,पर,परे,परेव,परेवा,परेवा,परेवा,प+र+ए+व+आ,"[""परेवा्"",""परेवा"",""परेवाह"",""परेवा"",""परेहवा"",""परेवाह"",""परेवा""]","[""add_halant"",""add_consonant"",""suffix_addition"",""insert_consonant"",""consonant_swap"",""vowel_repeat""]","[""halant_error"",""retroflex_error""]","[""e→e"",""ʋ→ʋ"",""a→aː""]","[""consonant_insertion"",""epenthesis"",""vowel_repetition""]"
पवन,पव,पवन,पवन,पवन,पवन,पवन,प+व+न,"[""पवन्"",""पवन"",""पवान"",""पवन"",""पवहन"",""पवनह"",""पवण""]","[""add_halant"",""add_vowel"",""insert_consonant"",""suffix_addition"",""न→ण"",""vowel_elongation""]","[""halant_error"",""vowel_insertion""]","[""ʋ→ʋ"",""n→ɳ"",""a→aː""]","[""retroflex_substitution"",""consonant_insertion"",""vowel_elongation""]"
